2014-07-10 20:37:15,719 [main] INFO  org.apache.spark.SecurityManager - Changing view acls to: root
2014-07-11 14:15:29,512 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Sending result for 5571 directly to driver
2014-07-11 14:15:29,512 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Finished task ID 5571
2014-07-11 14:15:29,580 [Executor task launch worker-7] INFO  org.apache.spark.executor.Executor - Serialized size of result for 5587 is 23630
2014-07-11 14:15:29,580 [Executor task launch worker-7] INFO  org.apache.spark.executor.Executor - Sending result for 5587 directly to driver
2014-07-11 14:15:29,580 [Executor task launch worker-7] INFO  org.apache.spark.executor.Executor - Finished task ID 5587
2014-07-11 14:15:33,896 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.storage.ShuffleBlockManager - Could not find files for shuffle 9 for deleting
2014-07-11 14:15:33,903 [spark-akka.actor.default-dispatcher-6] INFO  org.apache.spark.storage.ShuffleBlockManager - Could not find files for shuffle 8 for deleting
2014-07-11 14:15:47,986 [sparkExecutor-akka.actor.default-dispatcher-5] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 5902
2014-07-11 14:15:47,986 [Executor task launch worker-7] INFO  org.apache.spark.executor.Executor - Running task ID 5902
2014-07-11 14:15:47,988 [Executor task launch worker-7] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,012 [Executor task launch worker-7] INFO  org.apache.spark.MapOutputTrackerWorker - Updating epoch to 11 and clearing cache
2014-07-11 14:15:48,012 [Executor task launch worker-7] INFO  org.apache.spark.MapOutputTrackerWorker - Don't have map outputs for shuffle 10, fetching them
2014-07-11 14:15:48,012 [Executor task launch worker-7] INFO  org.apache.spark.MapOutputTrackerWorker - Doing the fetch; tracker actor = Actor[akka.tcp://spark@dco-node122-mgt.dco.ethz.ch:54274/user/MapOutputTracker#-1480103703]
2014-07-11 14:15:48,056 [sparkExecutor-akka.actor.default-dispatcher-5] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 5918
2014-07-11 14:15:48,057 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Running task ID 5918
2014-07-11 14:15:48,060 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,087 [Executor task launch worker-11] INFO  org.apache.spark.MapOutputTrackerWorker - Don't have map outputs for shuffle 10, fetching them
2014-07-11 14:15:48,111 [Executor task launch worker-7] INFO  org.apache.spark.MapOutputTrackerWorker - Got the output locations
2014-07-11 14:15:48,112 [Executor task launch worker-7] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,112 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,113 [Executor task launch worker-7] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,114 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,115 [Executor task launch worker-7] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 3 ms
2014-07-11 14:15:48,115 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 3 ms
2014-07-11 14:15:48,128 [sparkExecutor-akka.actor.default-dispatcher-5] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 5934
2014-07-11 14:15:48,128 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Running task ID 5934
2014-07-11 14:15:48,131 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,158 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,159 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,160 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:15:48,196 [sparkExecutor-akka.actor.default-dispatcher-5] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 5950
2014-07-11 14:15:48,196 [Executor task launch worker-12] INFO  org.apache.spark.executor.Executor - Running task ID 5950
2014-07-11 14:15:48,199 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,227 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,227 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,229 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:15:48,262 [Executor task launch worker-7] INFO  org.apache.spark.executor.Executor - Serialized size of result for 5902 is 23250
2014-07-11 14:15:48,262 [sparkExecutor-akka.actor.default-dispatcher-2] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 5966
2014-07-11 14:15:48,262 [Executor task launch worker-7] INFO  org.apache.spark.executor.Executor - Sending result for 5902 directly to driver
2014-07-11 14:15:48,263 [Executor task launch worker-7] INFO  org.apache.spark.executor.Executor - Finished task ID 5902
2014-07-11 14:15:48,263 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Serialized size of result for 5918 is 23061
2014-07-11 14:15:48,263 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Sending result for 5918 directly to driver
2014-07-11 14:15:48,263 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Finished task ID 5918
2014-07-11 14:15:48,263 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Running task ID 5966
2014-07-11 14:15:48,265 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,289 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,290 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,291 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:15:48,294 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Serialized size of result for 5934 is 22237
2014-07-11 14:15:48,294 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Sending result for 5934 directly to driver
2014-07-11 14:15:48,294 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Finished task ID 5934
2014-07-11 14:15:48,356 [sparkExecutor-akka.actor.default-dispatcher-5] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 5982
2014-07-11 14:15:48,356 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Running task ID 5982
2014-07-11 14:15:48,359 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,382 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,383 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,384 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:15:48,409 [sparkExecutor-akka.actor.default-dispatcher-5] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 5998
2014-07-11 14:15:48,409 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Running task ID 5998
2014-07-11 14:15:48,411 [Executor task launch worker-12] INFO  org.apache.spark.executor.Executor - Serialized size of result for 5950 is 22830
2014-07-11 14:15:48,411 [Executor task launch worker-12] INFO  org.apache.spark.executor.Executor - Sending result for 5950 directly to driver
2014-07-11 14:15:48,411 [Executor task launch worker-12] INFO  org.apache.spark.executor.Executor - Finished task ID 5950
2014-07-11 14:15:48,412 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,444 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,445 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,446 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:15:48,460 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Serialized size of result for 5966 is 21035
2014-07-11 14:15:48,460 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Sending result for 5966 directly to driver
2014-07-11 14:15:48,460 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Finished task ID 5966
2014-07-11 14:15:48,478 [sparkExecutor-akka.actor.default-dispatcher-15] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6014
2014-07-11 14:15:48,479 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Running task ID 6014
2014-07-11 14:15:48,482 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,508 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,509 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,510 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:15:48,515 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Serialized size of result for 5982 is 23355
2014-07-11 14:15:48,515 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Sending result for 5982 directly to driver
2014-07-11 14:15:48,516 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Finished task ID 5982
2014-07-11 14:15:48,550 [sparkExecutor-akka.actor.default-dispatcher-5] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6030
2014-07-11 14:15:48,550 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Running task ID 6030
2014-07-11 14:15:48,553 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,583 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,584 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,585 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:15:48,597 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Serialized size of result for 5998 is 22893
2014-07-11 14:15:48,597 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Sending result for 5998 directly to driver
2014-07-11 14:15:48,597 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Finished task ID 5998
2014-07-11 14:15:48,619 [sparkExecutor-akka.actor.default-dispatcher-5] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6046
2014-07-11 14:15:48,619 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Running task ID 6046
2014-07-11 14:15:48,622 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,650 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,650 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,651 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 1 ms
2014-07-11 14:15:48,661 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Serialized size of result for 6014 is 23187
2014-07-11 14:15:48,661 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Sending result for 6014 directly to driver
2014-07-11 14:15:48,661 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Finished task ID 6014
2014-07-11 14:15:48,689 [sparkExecutor-akka.actor.default-dispatcher-15] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6062
2014-07-11 14:15:48,689 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Running task ID 6062
2014-07-11 14:15:48,692 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,717 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,718 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,718 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Serialized size of result for 6030 is 23082
2014-07-11 14:15:48,718 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Sending result for 6030 directly to driver
2014-07-11 14:15:48,718 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Finished task ID 6030
2014-07-11 14:15:48,719 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:15:48,760 [sparkExecutor-akka.actor.default-dispatcher-15] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6078
2014-07-11 14:15:48,760 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Running task ID 6078
2014-07-11 14:15:48,763 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,788 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,789 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,790 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:15:48,802 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Serialized size of result for 6046 is 23672
2014-07-11 14:15:48,802 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Sending result for 6046 directly to driver
2014-07-11 14:15:48,802 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Finished task ID 6046
2014-07-11 14:15:48,831 [sparkExecutor-akka.actor.default-dispatcher-2] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6094
2014-07-11 14:15:48,831 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Running task ID 6094
2014-07-11 14:15:48,834 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:15:48,860 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:15:48,860 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Serialized size of result for 6062 is 22449
2014-07-11 14:15:48,860 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Sending result for 6062 directly to driver
2014-07-11 14:15:48,860 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Finished task ID 6062
2014-07-11 14:15:48,860 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:15:48,861 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 1 ms
2014-07-11 14:15:48,926 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Serialized size of result for 6078 is 21541
2014-07-11 14:15:48,926 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Sending result for 6078 directly to driver
2014-07-11 14:15:48,926 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Finished task ID 6078
2014-07-11 14:15:48,996 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Serialized size of result for 6094 is 21499
2014-07-11 14:15:48,996 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Sending result for 6094 directly to driver
2014-07-11 14:15:48,996 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Finished task ID 6094
2014-07-11 14:16:14,720 [sparkExecutor-akka.actor.default-dispatcher-3] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6410
2014-07-11 14:16:14,721 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Running task ID 6410
2014-07-11 14:16:14,723 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:16:14,748 [Executor task launch worker-11] INFO  org.apache.spark.MapOutputTrackerWorker - Updating epoch to 12 and clearing cache
2014-07-11 14:16:14,748 [Executor task launch worker-11] INFO  org.apache.spark.MapOutputTrackerWorker - Don't have map outputs for shuffle 11, fetching them
2014-07-11 14:16:14,748 [Executor task launch worker-11] INFO  org.apache.spark.MapOutputTrackerWorker - Doing the fetch; tracker actor = Actor[akka.tcp://spark@dco-node122-mgt.dco.ethz.ch:54274/user/MapOutputTracker#-1480103703]
2014-07-11 14:16:14,784 [Executor task launch worker-11] INFO  org.apache.spark.MapOutputTrackerWorker - Got the output locations
2014-07-11 14:16:14,785 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:16:14,786 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:16:14,788 [Executor task launch worker-11] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 3 ms
2014-07-11 14:16:14,791 [sparkExecutor-akka.actor.default-dispatcher-2] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6426
2014-07-11 14:16:14,791 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Running task ID 6426
2014-07-11 14:16:14,794 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:16:14,819 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:16:14,820 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:16:14,821 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:16:14,861 [sparkExecutor-akka.actor.default-dispatcher-15] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6442
2014-07-11 14:16:14,861 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Running task ID 6442
2014-07-11 14:16:14,865 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:16:14,897 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:16:14,897 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:16:14,899 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:16:14,930 [sparkExecutor-akka.actor.default-dispatcher-15] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6458
2014-07-11 14:16:14,930 [Executor task launch worker-12] INFO  org.apache.spark.executor.Executor - Running task ID 6458
2014-07-11 14:16:14,930 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Serialized size of result for 6410 is 22069
2014-07-11 14:16:14,930 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Sending result for 6410 directly to driver
2014-07-11 14:16:14,931 [Executor task launch worker-11] INFO  org.apache.spark.executor.Executor - Finished task ID 6410
2014-07-11 14:16:14,933 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:16:14,956 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Serialized size of result for 6426 is 21922
2014-07-11 14:16:14,956 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Sending result for 6426 directly to driver
2014-07-11 14:16:14,956 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Finished task ID 6426
2014-07-11 14:16:14,963 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:16:14,964 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:16:14,965 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 2 ms
2014-07-11 14:16:14,998 [sparkExecutor-akka.actor.default-dispatcher-3] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6474
2014-07-11 14:16:14,998 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Running task ID 6474
2014-07-11 14:16:15,000 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:16:15,024 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:16:15,024 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:16:15,025 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 1 ms
2014-07-11 14:16:15,056 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Serialized size of result for 6442 is 22617
2014-07-11 14:16:15,056 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Sending result for 6442 directly to driver
2014-07-11 14:16:15,056 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Finished task ID 6442
2014-07-11 14:16:15,070 [sparkExecutor-akka.actor.default-dispatcher-15] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6490
2014-07-11 14:16:15,070 [Executor task launch worker-16] INFO  org.apache.spark.executor.Executor - Running task ID 6490
2014-07-11 14:16:15,073 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:16:15,100 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:16:15,100 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:16:15,101 [Executor task launch worker-16] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 1 ms
2014-07-11 14:16:15,105 [Executor task launch worker-12] INFO  org.apache.spark.executor.Executor - Serialized size of result for 6458 is 23630
2014-07-11 14:16:15,105 [Executor task launch worker-12] INFO  org.apache.spark.executor.Executor - Sending result for 6458 directly to driver
2014-07-11 14:16:15,105 [Executor task launch worker-12] INFO  org.apache.spark.executor.Executor - Finished task ID 6458
2014-07-11 14:16:15,141 [sparkExecutor-akka.actor.default-dispatcher-3] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6506
2014-07-11 14:16:15,141 [Executor task launch worker-12] INFO  org.apache.spark.executor.Executor - Running task ID 6506
2014-07-11 14:16:15,143 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
2014-07-11 14:16:15,158 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Serialized size of result for 6474 is 24664
2014-07-11 14:16:15,158 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Sending result for 6474 directly to driver
2014-07-11 14:16:15,158 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Finished task ID 6474
2014-07-11 14:16:15,167 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - maxBytesInFlight: 50331648, targetRequestSize: 10066329
2014-07-11 14:16:15,167 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Getting 300 non-empty blocks out of 300 blocks
2014-07-11 14:16:15,168 [Executor task launch worker-12] INFO  org.apache.spark.storage.BlockFetcherIterator$BasicBlockFetcherIterator - Started 3 remote fetches in 1 ms
2014-07-11 14:16:15,210 [sparkExecutor-akka.actor.default-dispatcher-15] INFO  org.apache.spark.executor.CoarseGrainedExecutorBackend - Got assigned task 6522
2014-07-11 14:16:15,210 [Executor task launch worker-8] INFO  org.apache.spark.executor.Executor - Running task ID 6522
2014-07-11 14:16:15,212 [Executor task launch worker-8] INFO  org.apache.spark.storage.BlockManager - Found block broadcast_0 locally
